[LNS] Loaded map 64x64, agents: 100
[LNS] Map:
.@...@.@........................@...@.....@...@.................
.......@.............@...@.........@.........@....@.............
......................@.........@.....................@....@....
..@.@..@...........................@@.............@.@.....@....@
......@..@.........@........@...................................
.....@.@........@@............@...@..@......@.........@.....@...
............@........@.....@..................@...@...@@......@.
..@..........................@..........@........@..............
......@.@..............@...........@....................@...@...
@@................@....@..........................@....@.......@
.....@.................@....................@....@.......@@.....
.@...........................@.............@..............@.....
.@..@.....@.................@.....@@..........................@.
.........@@......@.@.............@..........@................@..
....@....@..............@..@............@..@...@..........@.....
....@............@...........@.@...@........@.....@.............
..............................................@..@..............
..@.......@...@...............................@..........@......
......................@.@......@.....@@.......@...@.@...........
@......@..........@....@..............................@....@....
@.@..........@......@..@............@..@.......@.....@........@.
....@.....@...@..@...........@.@@@..........@@..@........@......
...............@.....@@....................@...............@....
..@.@..@@@.@.....@..............@...@.........@.................
..........@......@..............@........@.......@...@..........
..................@..................................@.@.....@..
@....@...@@...@..........@....................@.................
........@.......@.@....................................@...@.@.@
@................@.........@......@..@..............@...........
....@..@..@@............@........................@..............
..................................@..@...........@...........@..
........@..........@.........@........@.....@..............@.@..
................@...........@..............@........@........@..
...@...@...........@.......@.....................@..............
.....@.............@...................@.@................@.....
...@.....@..........@@..........@..........................@....
....@...@..............@..............@.@............@.......@..
.......@....................................@.............@.....
.................@@.....@....@................@.................
.....@..@..........@....@....@@.........@..@....@..@.........@..
..@.......@.@......@..........@.@@....................@....@....
..............@...........................@....@................
.....@...........@.............@....@........................@..
....@......@........@........@......@..........@.....@.@........
..@@....@..........@..@...............@.................@..@....
..................@.........@@.....@.................@......@...
...................@.........@...@.........@........@......@....
..@...@.....@......................................@........@...
@..............@............................@.....@...@@........
............................@............@..@......@............
.............................@.@@..........@....@......@..@.....
.....@.....@................@@@.@......................@..@@....
...@.@...@.........@............@...................@...........
....@..................@.......@@.......@..@..........@....@.@..
.....................@@...@..@...............@.......@..@......@
...................@......@......@............@................@
.......@..@..@.@..@.@..@@..@....@@..........@...................
..................@...........................@@@...@...........
...........................@....@.........@.....................
........@..........@......@........@............................
...............................@..................@.@...........
........................@....................@.......@........@.
..@..........................@..@...@.....@.@.........@.........
@@.........@@@.............@....@..................@........@.@@
[LNS] Agents (start -> goal):
  Agent 0: (42,38) -> (8,9)
[LNS] New agent 32 is a continuing agent
[LNS] New agent 32 local segment t=[5,9] len=5
[LNS] Created MDD for new agent 32
[LNS] Recreating local CNF with expanded MDDs
[LNS] Attempting lazy solving with expanded MDD...
[LNS] Starting lazy solving of conflict zone...
[LNS] Adding 2 pre-discovered vertex collisions...
[LNS] Adding 2 pre-discovered edge collisions...
[LNS] Discovered edge collisions: 
[LNS] Lazy solving iteration 1...
DEBUG: CNF has 65 clauses
DEBUG: First clause: 1 
DEBUG: Adding 65 clauses to MiniSAT
DEBUG: Clause load summary: input=65, added=65, tautologies_skipped=0, duplicates_skipped=0, unit_clauses=9, empties=0, intra_clause_literals_removed=0, added_but_db_unchanged=13
DEBUG: After adding clauses, solver has 43 clauses and 26 variables
DEBUG: MiniSAT found 26 variables
DEBUG: Assignment size: 26
DEBUG: First few assignment values: 1 1 1 0 1 1 1 1 1 1 
[LNS] Found solution with 26 variable assignments

=== DEBUG: cnf_assignment_to_paths ===
Input assignment size: 26
Input assignment: 1 1 1 0 1 1 1 1 1 1 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 1 
=== END DEBUG ===
[LNS] Extracted paths for 3 agents
[LNS] Adjusting collisions by start_t: 4
[LNS] Found 1 vertex collisions and 0 edge collisions
[LNS] Adding collision clauses and solving again...
[LNS] Lazy solving iteration 2...
DEBUG: CNF has 66 clauses
DEBUG: First clause: 1 
DEBUG: Adding 66 clauses to MiniSAT
[LNS] Local problem is unsatisfiable after 2 iterations
[LNS] No Solution found -> Safety run solving without assignment
[LNS] Lazy solving iteration 3...
DEBUG: CNF has 66 clauses
DEBUG: First clause: 1 
DEBUG: Adding 66 clauses to MiniSAT
[LNS] Local problem is unsatisfiable after 3 iterations
[LNS] No Solution found + Safety run failed -> UNSAT
[LNS] Failed to find local solution after 10000 iterations
[LNS] Local problem appears to be unsatisfiable in current zone
[LNS] Expanded MDD did not resolve conflicts, trying next agent...
[LNS] Current conflicts: 1
[LNS] Updated collision tracking: 3 vertex collisions, 2 edge collisions
[LNS] Waiting time attempt 3...
[LNS] Will expand MDD for 1 chosen agents involved in 1 conflicts
  Agent 38 used 1 waiting timesteps, 93 remaining
[LNS] Expanding MDD for agent 38 by 1 timestep
[LNS] Updated agent 38 entry/exit time: [4, 10]
[LNS] Time window extended: [4, 7] -> [4, 10]
[LNS] Found 1 new agents in extended time window: 38 
[LNS] Local zone agents: 38 97 32 
[LNS] New agents already in local zone: 38 
[LNS] Recreating local CNF with expanded MDDs
[LNS] Attempting lazy solving with expanded MDD...
[LNS] Starting lazy solving of conflict zone...
[LNS] Adding 3 pre-discovered vertex collisions...
[LNS] Adding 2 pre-discovered edge collisions...
[LNS] Discovered edge collisions: 
[LNS] Lazy solving iteration 1...
DEBUG: CNF has 108 clauses
DEBUG: First clause: 1 
DEBUG: Adding 108 clauses to MiniSAT
[LNS] Local problem is unsatisfiable after 1 iterations
[LNS] No Solution found -> Safety run solving without assignment
[LNS] Lazy solving iteration 2...
DEBUG: CNF has 108 clauses
DEBUG: First clause: 1 
DEBUG: Adding 108 clauses to MiniSAT
[LNS] Local problem is unsatisfiable after 2 iterations
[LNS] No Solution found + Safety run failed -> UNSAT
[LNS] Failed to find local solution after 10000 iterations
[LNS] Local problem appears to be unsatisfiable in current zone
[LNS] Expanded MDD did not resolve conflicts, trying next agent...
[LNS] Current conflicts: 1
[LNS] Updated collision tracking: 3 vertex collisions, 2 edge collisions
[LNS] Waiting time attempt 4...
[LNS] Will expand MDD for 1 chosen agents involved in 1 conflicts
  Agent 38 used 3 waiting timesteps, 90 remaining
[LNS] Expanding MDD for agent 38 by 3 timestep
[LNS] Updated agent 38 entry/exit time: [4, 13]
[LNS] Time window extended: [4, 7] -> [4, 13]
[LNS] Found 1 new agents in extended time window: 38 
[LNS] Local zone agents: 38 97 32 
[LNS] New agents already in local zone: 38 
[LNS] Recreating local CNF with expanded MDDs
[LNS] Attempting lazy solving with expanded MDD...
[LNS] Starting lazy solving of conflict zone...
[LNS] Adding 3 pre-discovered vertex collisions...
[LNS] Adding 2 pre-discovered edge collisions...
[LNS] Discovered edge collisions: 
[LNS] Lazy solving iteration 1...
DEBUG: CNF has 246 clauses
DEBUG: First clause: 1 
DEBUG: Adding 246 clauses to MiniSAT
[LNS] Local problem is unsatisfiable after 1 iterations
[LNS] No Solution found -> Safety run solving without assignment
[LNS] Lazy solving iteration 2...
DEBUG: CNF has 246 clauses
DEBUG: First clause: 1 
DEBUG: Adding 246 clauses to MiniSAT
[LNS] Local problem is unsatisfiable after 2 iterations
[LNS] No Solution found + Safety run failed -> UNSAT
[LNS] Failed to find local solution after 10000 iterations
[LNS] Local problem appears to be unsatisfiable in current zone
[LNS] Expanded MDD did not resolve conflicts, trying next agent...
[LNS] Current conflicts: 1
[LNS] Updated collision tracking: 3 vertex collisions, 2 edge collisions
[LNS] Waiting time attempt 5...
[LNS] Will expand MDD for 1 chosen agents involved in 1 conflicts
  Agent 38 used 5 waiting timesteps, 85 remaining
[LNS] Expanding MDD for agent 38 by 5 timestep
[LNS] Updated agent 38 entry/exit time: [4, 18]
[LNS] Time window extended: [4, 7] -> [4, 18]
[LNS] Found 2 new agents in extended time window: 38 75 
[LNS] Local zone agents: 38 97 32 
[LNS] New agents already in local zone: 38 
  Added new agent 75 local segment t=[18,18] len=1
  Created MDD for new agent 75
[LNS] Recreating local CNF with expanded MDDs
[LNS] Attempting lazy solving with expanded MDD...
[LNS] Starting lazy solving of conflict zone...
[LNS] Adding 3 pre-discovered vertex collisions...
[LNS] Adding 2 pre-discovered edge collisions...
[LNS] Discovered edge collisions: 
[LNS] Lazy solving iteration 1...
DEBUG: CNF has 477 clauses
DEBUG: First clause: 1 
DEBUG: Adding 477 clauses to MiniSAT
[LNS] Local problem is unsatisfiable after 1 iterations
[LNS] No Solution found -> Safety run solving without assignment
[LNS] Lazy solving iteration 2...
DEBUG: CNF has 477 clauses
DEBUG: First clause: 1 
DEBUG: Adding 477 clauses to MiniSAT
[LNS] Local problem is unsatisfiable after 2 iterations
[LNS] No Solution found + Safety run failed -> UNSAT
[LNS] Failed to find local solution after 10000 iterations
[LNS] Local problem appears to be unsatisfiable in current zone
[LNS] Expanded MDD did not resolve conflicts, trying next agent...
[LNS] Current conflicts: 1
[LNS] Updated collision tracking: 3 vertex collisions, 2 edge collisions
[LNS] Waiting time attempt 6...
[LNS] Will expand MDD for 1 chosen agents involved in 1 conflicts
  Agent 38 used 7 waiting timesteps, 78 remaining
[LNS] Expanding MDD for agent 38 by 7 timestep
[LNS] Updated agent 38 entry/exit time: [4, 25]
[LNS] Time window extended: [4, 7] -> [4, 25]
[LNS] Found 1 new agents in extended time window: 38 
[LNS] Local zone agents: 75 38 97 32 
[LNS] New agents already in local zone: 38 
[LNS] Recreating local CNF with expanded MDDs
[LNS] Attempting lazy solving with expanded MDD...
[LNS] Starting lazy solving of conflict zone...
[LNS] Adding 3 pre-discovered vertex collisions...
[LNS] Adding 2 pre-discovered edge collisions...
[LNS] Discovered edge collisions: 
[LNS] Lazy solving iteration 1...
DEBUG: CNF has 799 clauses
DEBUG: First clause: 1 
DEBUG: Adding 799 clauses to MiniSAT
[LNS] Local problem is unsatisfiable after 1 iterations
[LNS] No Solution found -> Safety run solving without assignment
[LNS] Lazy solving iteration 2...
DEBUG: CNF has 799 clauses
DEBUG: First clause: 1 
DEBUG: Adding 799 clauses to MiniSAT
[LNS] Local problem is unsatisfiable after 2 iterations
[LNS] No Solution found + Safety run failed -> UNSAT
[LNS] Failed to find local solution after 10000 iterations
[LNS] Local problem appears to be unsatisfiable in current zone
[LNS] Expanded MDD did not resolve conflicts, trying next agent...
[LNS] Current conflicts: 1
[LNS] Updated collision tracking: 3 vertex collisions, 2 edge collisions
[LNS] Waiting time attempt 7...
[LNS] Will expand MDD for 1 chosen agents involved in 1 conflicts
  Agent 38 used 9 waiting timesteps, 69 remaining
[LNS] Expanding MDD for agent 38 by 9 timestep
[LNS] Updated agent 38 entry/exit time: [4, 34]
[LNS] Time window extended: [4, 7] -> [4, 34]
[LNS] Found 1 new agents in extended time window: 38 
[LNS] Local zone agents: 75 38 97 32 
[LNS] New agents already in local zone: 38 
[LNS] Recreating local CNF with expanded MDDs
[LNS] Attempting lazy solving with expanded MDD...
[LNS] Starting lazy solving of conflict zone...
[LNS] Adding 3 pre-discovered vertex collisions...
[LNS] Adding 2 pre-discovered edge collisions...
[LNS] Discovered edge collisions: 
[LNS] Lazy solving iteration 1...
DEBUG: CNF has 1213 clauses
DEBUG: First clause: 1 
DEBUG: Adding 1213 clauses to MiniSAT
[LNS] Local problem is unsatisfiable after 1 iterations
[LNS] No Solution found -> Safety run solving without assignment
[LNS] Lazy solving iteration 2...
DEBUG: CNF has 1213 clauses
DEBUG: First clause: 1 
DEBUG: Adding 1213 clauses to MiniSAT
[LNS] Local problem is unsatisfiable after 2 iterations
[LNS] No Solution found + Safety run failed -> UNSAT
[LNS] Failed to find local solution after 10000 iterations
[LNS] Local problem appears to be unsatisfiable in current zone
[LNS] Expanded MDD did not resolve conflicts, trying next agent...
[LNS] Current conflicts: 1
[LNS] Updated collision tracking: 3 vertex collisions, 2 edge collisions
[LNS] Waiting time attempt 8...
[LNS] Will expand MDD for 1 chosen agents involved in 1 conflicts
  Agent 38 used 11 waiting timesteps, 58 remaining
[LNS] Expanding MDD for agent 38 by 11 timestep
[LNS] Updated agent 38 entry/exit time: [4, 45]
[LNS] Time window extended: [4, 7] -> [4, 45]
[LNS] Found 1 new agents in extended time window: 38 
[LNS] Local zone agents: 75 38 97 32 
[LNS] New agents already in local zone: 38 
[LNS] Recreating local CNF with expanded MDDs
[LNS] Attempting lazy solving with expanded MDD...
[LNS] Starting lazy solving of conflict zone...
[LNS] Adding 3 pre-discovered vertex collisions...
[LNS] Adding 2 pre-discovered edge collisions...
[LNS] Discovered edge collisions: 
[LNS] Lazy solving iteration 1...
DEBUG: CNF has 1719 clauses
DEBUG: First clause: 1 
DEBUG: Adding 1719 clauses to MiniSAT
[LNS] Local problem is unsatisfiable after 1 iterations
[LNS] No Solution found -> Safety run solving without assignment
[LNS] Lazy solving iteration 2...
DEBUG: CNF has 1719 clauses
DEBUG: First clause: 1 
DEBUG: Adding 1719 clauses to MiniSAT
[LNS] Local problem is unsatisfiable after 2 iterations
[LNS] No Solution found + Safety run failed -> UNSAT
[LNS] Failed to find local solution after 10000 iterations
[LNS] Local problem appears to be unsatisfiable in current zone
[LNS] Expanded MDD did not resolve conflicts, trying next agent...
[LNS] Current conflicts: 1
[LNS] Updated collision tracking: 3 vertex collisions, 2 edge collisions
[LNS] Waiting time attempt 9...
[LNS] Will expand MDD for 1 chosen agents involved in 1 conflicts
  Agent 38 used 13 waiting timesteps, 45 remaining
[LNS] Expanding MDD for agent 38 by 13 timestep
[LNS] Updated agent 38 entry/exit time: [4, 58]
[LNS] Time window extended: [4, 7] -> [4, 58]
[LNS] Found 2 new agents in extended time window: 38 45 
[LNS] Local zone agents: 75 38 97 32 
[LNS] New agents already in local zone: 38 
  Added new agent 45 local segment t=[58,58] len=1
  Created MDD for new agent 45
[LNS] Recreating local CNF with expanded MDDs
[LNS] Attempting lazy solving with expanded MDD...
[LNS] Starting lazy solving of conflict zone...
[LNS] Adding 3 pre-discovered vertex collisions...
[LNS] Adding 2 pre-discovered edge collisions...
[LNS] Discovered edge collisions: 
[LNS] Lazy solving iteration 1...
DEBUG: CNF has 2318 clauses
DEBUG: First clause: 1 
DEBUG: Adding 2318 clauses to MiniSAT
[LNS] Local problem is unsatisfiable after 1 iterations
[LNS] No Solution found -> Safety run solving without assignment
[LNS] Lazy solving iteration 2...
DEBUG: CNF has 2318 clauses
DEBUG: First clause: 1 
DEBUG: Adding 2318 clauses to MiniSAT
[LNS] Local problem is unsatisfiable after 2 iterations
[LNS] No Solution found + Safety run failed -> UNSAT
[LNS] Failed to find local solution after 10000 iterations
[LNS] Local problem appears to be unsatisfiable in current zone
[LNS] Expanded MDD did not resolve conflicts, trying next agent...
[LNS] Current conflicts: 1
[LNS] Updated collision tracking: 3 vertex collisions, 2 edge collisions
[LNS] Waiting time attempt 10...
[LNS] Will expand MDD for 1 chosen agents involved in 1 conflicts
  Agent 97 used 15 waiting timesteps, 41 remaining
[LNS] Expanding MDD for agent 97 by 15 timestep
[LNS] Updated agent 97 entry/exit time: [4, 21]
[LNS] Time window unchanged: [4, 7] 
[LNS] Recreating local CNF with expanded MDDs
[LNS] Attempting lazy solving with expanded MDD...
[LNS] Starting lazy solving of conflict zone...
[LNS] Adding 3 pre-discovered vertex collisions...
[LNS] Adding 2 pre-discovered edge collisions...
[LNS] Discovered edge collisions: 
[LNS] Lazy solving iteration 1...
DEBUG: CNF has 2928 clauses
DEBUG: First clause: 1 
DEBUG: Adding 2928 clauses to MiniSAT
DEBUG: Clause load summary: input=2928, added=2928, tautologies_skipped=0, duplicates_skipped=0, unit_clauses=10, empties=0, intra_clause_literals_removed=0, added_but_db_unchanged=11
DEBUG: After adding clauses, solver has 2907 clauses and 594 variables
DEBUG: MiniSAT found 594 variables
DEBUG: Assignment size: 594
DEBUG: First few assignment values: 1 1 1 1 1 0 1 1 1 1 
[LNS] Found solution with 594 variable assignments

=== DEBUG: cnf_assignment_to_paths ===
Input assignment size: 594
Input assignment: 1 1 1 1 1 0 1 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 1 1 1 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 
=== END DEBUG ===
[LNS] Extracted paths for 5 agents
[LNS] Adjusting collisions by start_t: 4
[LNS] Found 13 vertex collisions and 0 edge collisions
[LNS] Adding collision clauses and solving again...
[LNS] Lazy solving iteration 2...
DEBUG: CNF has 2941 clauses
DEBUG: First clause: 1 
DEBUG: Adding 2941 clauses to MiniSAT
DEBUG: Clause load summary: input=2941, added=2941, tautologies_skipped=0, duplicates_skipped=0, unit_clauses=10, empties=0, intra_clause_literals_removed=0, added_but_db_unchanged=11
DEBUG: After adding clauses, solver has 2920 clauses and 594 variables
DEBUG: MiniSAT found 594 variables
DEBUG: Assignment size: 594
DEBUG: First few assignment values: 1 1 1 1 1 0 1 1 1 0 
[LNS] Found solution with 594 variable assignments

=== DEBUG: cnf_assignment_to_paths ===
Input assignment size: 594
Input assignment: 1 1 1 1 1 0 1 1 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 1 1 1 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 
=== END DEBUG ===
[LNS] Extracted paths for 5 agents
[LNS] Adjusting collisions by start_t: 4
[LNS] Found 0 vertex collisions and 0 edge collisions
[LNS] Found collision-free local solution!
[LNS] Successfully resolved conflicts using waiting time strategy!
[LNS] Updating global solution with local paths (waiting time) ...
[LNS] Successfully updated global solution with waiting-time local paths!
[LNS] Updated global collision tracking: 187 vertex collisions, 53 edge collisions
[LNS] Step 2: Analyzing conflicts...
[LNS] Current solution: vertex collisions=62, edge collisions=13
[LNS] Step 3: Building conflict buckets...
[LNS] Building diamond bucket for conflict 0
[LNS] Building diamond bucket for conflict 2
[LNS] Building diamond bucket for conflict 3
[LNS] Building diamond bucket for conflict 4
[LNS] Building diamond bucket for conflict 5
[LNS] Building diamond bucket for conflict 6
[LNS] Building diamond bucket for conflict 8
[LNS] Building diamond bucket for conflict 9
[LNS] Building diamond bucket for conflict 10
[LNS] Building diamond bucket for conflict 11
[LNS] Building diamond bucket for conflict 12
[LNS] Building diamond bucket for conflict 13
[LNS] Building diamond bucket for conflict 15
[LNS] Building diamond bucket for conflict 16
[LNS] Building diamond bucket for conflict 17
[LNS] Building diamond bucket for conflict 18
[LNS] Building diamond bucket for conflict 19
[LNS] Building diamond bucket for conflict 20
[LNS] Building diamond bucket for conflict 21
[LNS] Building diamond bucket for conflict 22
[LNS] Building diamond bucket for conflict 23
[LNS] Building diamond bucket for conflict 24
[LNS] Building diamond bucket for conflict 25
[LNS] Building diamond bucket for conflict 26
[LNS] Building diamond bucket for conflict 28
[LNS] Building diamond bucket for conflict 30
[LNS] Building diamond bucket for conflict 31
[LNS] Building diamond bucket for conflict 33
[LNS] Building diamond bucket for conflict 34
[LNS] Building diamond bucket for conflict 35
[LNS] Building diamond bucket for conflict 36
[LNS] Building diamond bucket for conflict 37
[LNS] Building diamond bucket for conflict 39
[LNS] Building diamond bucket for conflict 41
[LNS] Building diamond bucket for conflict 42
[LNS] Building diamond bucket for conflict 43
[LNS] Building diamond bucket for conflict 44
[LNS] Building diamond bucket for conflict 45
[LNS] Building diamond bucket for conflict 46
[LNS] Building diamond bucket for conflict 47
[LNS] Building diamond bucket for conflict 49
[LNS] Building diamond bucket for conflict 50
[LNS] Building diamond bucket for conflict 51
[LNS] Building diamond bucket for conflict 53
[LNS] Building diamond bucket for conflict 54
[LNS] Building diamond bucket for conflict 56
[LNS] Building diamond bucket for conflict 57
[LNS] Building diamond bucket for conflict 58
[LNS] Building diamond bucket for conflict 59
[LNS] Building diamond bucket for conflict 61
[LNS] Building diamond bucket for conflict 62
[LNS] Building diamond bucket for conflict 64
[LNS] Building diamond bucket for conflict 66
[LNS] Building diamond bucket for conflict 68
[LNS] Building diamond bucket for conflict 70
[LNS] Building diamond bucket for conflict 78
[LNS] Building diamond bucket for conflict 84
[LNS] Building diamond bucket for conflict 86
[LNS] Formed 58 diamond-shaped conflict bucket(s).
  Diamond Bucket 0: positions=7, conflicts=2
  Diamond Bucket 1: positions=5, conflicts=1
  Diamond Bucket 2: positions=5, conflicts=1
  Diamond Bucket 3: positions=8, conflicts=2
  Diamond Bucket 4: positions=5, conflicts=1
  Diamond Bucket 5: positions=4, conflicts=1
  Diamond Bucket 6: positions=5, conflicts=1
  Diamond Bucket 7: positions=4, conflicts=1
  Diamond Bucket 8: positions=5, conflicts=1
  Diamond Bucket 9: positions=5, conflicts=1
  Diamond Bucket 10: positions=6, conflicts=2
  Diamond Bucket 11: positions=4, conflicts=1
  Diamond Bucket 12: positions=4, conflicts=1
  Diamond Bucket 13: positions=6, conflicts=3
  Diamond Bucket 14: positions=5, conflicts=1
  Diamond Bucket 15: positions=5, conflicts=1
  Diamond Bucket 16: positions=5, conflicts=2
  Diamond Bucket 17: positions=3, conflicts=1
  Diamond Bucket 18: positions=5, conflicts=1
  Diamond Bucket 19: positions=9, conflicts=3
  Diamond Bucket 20: positions=5, conflicts=1
  Diamond Bucket 21: positions=8, conflicts=3
  Diamond Bucket 22: positions=5, conflicts=2
  Diamond Bucket 23: positions=4, conflicts=2
  Diamond Bucket 24: positions=5, conflicts=1
  Diamond Bucket 25: positions=5, conflicts=1
  Diamond Bucket 26: positions=4, conflicts=2
  Diamond Bucket 27: positions=3, conflicts=1
  Diamond Bucket 28: positions=3, conflicts=1
  Diamond Bucket 29: positions=5, conflicts=1
  Diamond Bucket 30: positions=7, conflicts=2
  Diamond Bucket 31: positions=5, conflicts=1
  Diamond Bucket 32: positions=5, conflicts=1
  Diamond Bucket 33: positions=5, conflicts=1
  Diamond Bucket 34: positions=4, conflicts=1
  Diamond Bucket 35: positions=8, conflicts=3
  Diamond Bucket 36: positions=5, conflicts=2
  Diamond Bucket 37: positions=5, conflicts=1
  Diamond Bucket 38: positions=5, conflicts=1
  Diamond Bucket 39: positions=6, conflicts=2
  Diamond Bucket 40: positions=5, conflicts=1
  Diamond Bucket 41: positions=5, conflicts=1
  Diamond Bucket 42: positions=5, conflicts=1
  Diamond Bucket 43: positions=5, conflicts=1
  Diamond Bucket 44: positions=6, conflicts=3
  Diamond Bucket 45: positions=9, conflicts=3
  Diamond Bucket 46: positions=4, conflicts=1
  Diamond Bucket 47: positions=5, conflicts=1
  Diamond Bucket 48: positions=5, conflicts=1
  Diamond Bucket 49: positions=5, conflicts=1
  Diamond Bucket 50: positions=8, conflicts=2
  Diamond Bucket 51: positions=7, conflicts=2
  Diamond Bucket 52: positions=7, conflicts=2
  Diamond Bucket 53: positions=6, conflicts=2
  Diamond Bucket 54: positions=7, conflicts=2
  Diamond Bucket 55: positions=8, conflicts=2
  Diamond Bucket 56: positions=7, conflicts=2
  Diamond Bucket 57: positions=8, conflicts=2
[LNS] Step 4: Selecting most relevant bucket...
[LNS] Selected most relevant diamond bucket 19 with 3 conflicts and 9 positions.
[LNS] Step 5: Creating map crop for selected bucket...
[LNS] Step 6: Computing conflict time window and extracting local paths...
[LNS] Conflict 22 agents: 65 and 32
[LNS] Conflict 22 timestep: 27
[LNS] Conflict 22 positions: 14,45
[LNS] Conflict 74 agents: 65 and 42
[LNS] Conflict 74 timestep: 25
[LNS] Conflict 74 positions: 16,45 and 15,45
[LNS] Conflict 75 agents: 65 and 42
[LNS] Conflict 75 timestep: 25
[LNS] Conflict 75 positions: 16,45 and 15,45
[LNS] Conflict time window: [24, 28]
[LNS] Agents in zone within window: 3
[LNS] Agent 32 entered the zone at timestep 26
[LNS] Agent 32 exited the zone at timestep 28
  Agent 32 local segment t=[26,28] len=3
[LNS] Agent 42 entered the zone at timestep 24
[LNS] Agent 42 exited the zone at timestep 28
